Arguments: Namespace(dropout=0.2, gap=2, hidden_size=8, l1=0.0001, l2=0, lr=0.005, num_epochs=400, num_layers=1, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/20180105 data: 42 features/LSTM_20190105/LSTM_8_1_ep=400_dr=0.2_lr=0.005_l2=0_l1=0.0001')
iter: 000, train loss: 0.75690496, test loss: 0.70755577
         , train AUC: 0.58496351, test AUC: 0.58139432
         , train F-1: 0.44911959, test F-1: 0.50689559
iter: 001, train loss: 0.73404700, test loss: 0.69155800
         , train AUC: 0.59587363, test AUC: 0.58914665
         , train F-1: 0.51623353, test F-1: 0.53519365
iter: 002, train loss: 0.71580434, test loss: 0.67675692
         , train AUC: 0.60396111, test AUC: 0.59893701
         , train F-1: 0.55320474, test F-1: 0.54363928
iter: 003, train loss: 0.69976223, test loss: 0.66067523
         , train AUC: 0.61051069, test AUC: 0.61887719
         , train F-1: 0.56420797, test F-1: 0.54855529
iter: 004, train loss: 0.68540704, test loss: 0.64449620
         , train AUC: 0.61702317, test AUC: 0.64568470
         , train F-1: 0.56769861, test F-1: 0.55860360
iter: 005, train loss: 0.67297530, test loss: 0.63368195
         , train AUC: 0.62089311, test AUC: 0.65320246
         , train F-1: 0.55982379, test F-1: 0.55525335
iter: 006, train loss: 0.66189194, test loss: 0.62419564
         , train AUC: 0.62391829, test AUC: 0.65854481
         , train F-1: 0.55129698, test F-1: 0.54829216
iter: 007, train loss: 0.65207261, test loss: 0.61771798
         , train AUC: 0.62545620, test AUC: 0.65785864
         , train F-1: 0.54524518, test F-1: 0.53485888
iter: 008, train loss: 0.64334363, test loss: 0.61139959
         , train AUC: 0.62842623, test AUC: 0.65985869
         , train F-1: 0.53808525, test F-1: 0.52601625
iter: 009, train loss: 0.63490742, test loss: 0.60458517
         , train AUC: 0.63543140, test AUC: 0.66683133
         , train F-1: 0.53274749, test F-1: 0.52422410
iter: 010, train loss: 0.62766290, test loss: 0.59758025
         , train AUC: 0.64139572, test AUC: 0.67533555
         , train F-1: 0.52898846, test F-1: 0.52502355
iter: 011, train loss: 0.62161630, test loss: 0.59235531
         , train AUC: 0.64474982, test AUC: 0.68018227
         , train F-1: 0.53056043, test F-1: 0.52536639
iter: 012, train loss: 0.61590523, test loss: 0.58734280
         , train AUC: 0.64704380, test AUC: 0.68657875
         , train F-1: 0.53325835, test F-1: 0.52632304
iter: 013, train loss: 0.61077666, test loss: 0.58148038
         , train AUC: 0.65118266, test AUC: 0.69589266
         , train F-1: 0.53753702, test F-1: 0.53227103
iter: 014, train loss: 0.60646629, test loss: 0.57714456
         , train AUC: 0.65625614, test AUC: 0.70256335
         , train F-1: 0.54332044, test F-1: 0.53731755
iter: 015, train loss: 0.60250294, test loss: 0.57212722
         , train AUC: 0.66250101, test AUC: 0.71437250
         , train F-1: 0.54579624, test F-1: 0.54405022
iter: 016, train loss: 0.59773767, test loss: 0.56812626
         , train AUC: 0.67272172, test AUC: 0.72207835
         , train F-1: 0.55139907, test F-1: 0.54898509
iter: 017, train loss: 0.59290427, test loss: 0.56609166
         , train AUC: 0.68358067, test AUC: 0.72562690
         , train F-1: 0.56012333, test F-1: 0.55204881
iter: 018, train loss: 0.58926475, test loss: 0.56423497
         , train AUC: 0.69147574, test AUC: 0.72986005
         , train F-1: 0.56763560, test F-1: 0.54486599
iter: 019, train loss: 0.58541936, test loss: 0.56199193
         , train AUC: 0.69977124, test AUC: 0.73454182
         , train F-1: 0.56849553, test F-1: 0.55276114
iter: 020, train loss: 0.58097261, test loss: 0.55984032
         , train AUC: 0.70966132, test AUC: 0.73819276
         , train F-1: 0.57793925, test F-1: 0.56223162
iter: 021, train loss: 0.57720333, test loss: 0.55871546
         , train AUC: 0.71736595, test AUC: 0.73904640
         , train F-1: 0.58775012, test F-1: 0.55768557
iter: 022, train loss: 0.57338017, test loss: 0.55663455
         , train AUC: 0.72464596, test AUC: 0.74204754
         , train F-1: 0.58690423, test F-1: 0.56391402
iter: 023, train loss: 0.57010430, test loss: 0.55614889
         , train AUC: 0.72972129, test AUC: 0.74176587
         , train F-1: 0.59543605, test F-1: 0.57056411
iter: 024, train loss: 0.56656742, test loss: 0.55527401
         , train AUC: 0.73453169, test AUC: 0.74170110
         , train F-1: 0.60215054, test F-1: 0.57603951
iter: 025, train loss: 0.56293309, test loss: 0.55341178
         , train AUC: 0.73943477, test AUC: 0.74422935
         , train F-1: 0.60852844, test F-1: 0.57823933
iter: 026, train loss: 0.55950111, test loss: 0.55018950
         , train AUC: 0.74310547, test AUC: 0.74955399
         , train F-1: 0.61187578, test F-1: 0.58262745
iter: 027, train loss: 0.55621690, test loss: 0.54726702
         , train AUC: 0.74655182, test AUC: 0.75419379
         , train F-1: 0.61536967, test F-1: 0.58788197
iter: 028, train loss: 0.55353612, test loss: 0.54467344
         , train AUC: 0.74953144, test AUC: 0.75738983
         , train F-1: 0.61790781, test F-1: 0.59145860
