Arguments: Namespace(gap=1, num_epochs=200, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190104_16_1', run_fold=1, verbose=0)
iter: 000, train loss: 0.62689835, test loss: 0.57752788
         , train AUC: 0.46767162, test AUC: 0.56901985
         , train F-1: 0.46875507, test F-1: 0.47106213
iter: 001, train loss: 0.57277757, test loss: 0.56470919
         , train AUC: 0.55310749, test AUC: 0.60250734
         , train F-1: 0.44275132, test F-1: 0.44766792
iter: 002, train loss: 0.55374366, test loss: 0.56056339
         , train AUC: 0.60306594, test AUC: 0.62645880
         , train F-1: 0.43734275, test F-1: 0.43751369
iter: 003, train loss: 0.54463106, test loss: 0.55594903
         , train AUC: 0.63235011, test AUC: 0.64117380
         , train F-1: 0.43640400, test F-1: 0.43473651
iter: 004, train loss: 0.53810698, test loss: 0.55344439
         , train AUC: 0.65426896, test AUC: 0.64857629
         , train F-1: 0.43526531, test F-1: 0.42607992
iter: 005, train loss: 0.53365278, test loss: 0.55143076
         , train AUC: 0.66572506, test AUC: 0.65312377
         , train F-1: 0.43488553, test F-1: 0.42767980
iter: 006, train loss: 0.52909052, test loss: 0.54969931
         , train AUC: 0.67639866, test AUC: 0.65587535
         , train F-1: 0.43719495, test F-1: 0.42796654
iter: 007, train loss: 0.52499747, test loss: 0.54646569
         , train AUC: 0.68788966, test AUC: 0.66079021
         , train F-1: 0.43809808, test F-1: 0.43790367
iter: 008, train loss: 0.52006704, test loss: 0.54406971
         , train AUC: 0.70199044, test AUC: 0.66535871
         , train F-1: 0.44388883, test F-1: 0.44332152
iter: 009, train loss: 0.51617235, test loss: 0.54003155
         , train AUC: 0.71451519, test AUC: 0.67709931
         , train F-1: 0.44654657, test F-1: 0.44460388
iter: 010, train loss: 0.51211798, test loss: 0.53679597
         , train AUC: 0.72368939, test AUC: 0.68826461
         , train F-1: 0.44945667, test F-1: 0.44741484
iter: 011, train loss: 0.50841767, test loss: 0.53601015
         , train AUC: 0.72975194, test AUC: 0.69030613
         , train F-1: 0.44997506, test F-1: 0.44766969
iter: 012, train loss: 0.50533789, test loss: 0.53317469
         , train AUC: 0.73421258, test AUC: 0.69376521
         , train F-1: 0.45072300, test F-1: 0.44868794
iter: 013, train loss: 0.50171387, test loss: 0.52968013
         , train AUC: 0.74251778, test AUC: 0.69954153
         , train F-1: 0.45254866, test F-1: 0.44919637
iter: 014, train loss: 0.49777070, test loss: 0.52732331
         , train AUC: 0.75166492, test AUC: 0.70240518
