Arguments: Namespace(gap=5, num_epochs=200, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190104_16_1', run_fold=1, verbose=0)
iter: 000, train loss: 0.10138600, test loss: 0.07927914
         , train AUC: 0.98954905, test AUC: 0.99412708
         , train F-1: 0.94639575, test F-1: 0.96341019
iter: 001, train loss: 0.09495533, test loss: 0.09272914
         , train AUC: 0.99028247, test AUC: 0.99247235
         , train F-1: 0.95189728, test F-1: 0.95585984
iter: 002, train loss: 0.09965715, test loss: 0.09592678
         , train AUC: 0.98973037, test AUC: 0.99215163
         , train F-1: 0.94901650, test F-1: 0.95310946
iter: 003, train loss: 0.09933268, test loss: 0.09946992
         , train AUC: 0.98989998, test AUC: 0.99149188
         , train F-1: 0.94889569, test F-1: 0.94892241
iter: 004, train loss: 0.09832154, test loss: 0.10532346
         , train AUC: 0.98983955, test AUC: 0.99047996
         , train F-1: 0.94904014, test F-1: 0.94604548
iter: 005, train loss: 0.10037985, test loss: 0.10672719
         , train AUC: 0.98928023, test AUC: 0.99025221
         , train F-1: 0.94862681, test F-1: 0.94306022
iter: 006, train loss: 0.09746934, test loss: 0.10914375
         , train AUC: 0.98964272, test AUC: 0.99005226
         , train F-1: 0.94938390, test F-1: 0.93929137
iter: 007, train loss: 0.10098407, test loss: 0.11758685
         , train AUC: 0.98972125, test AUC: 0.98877611
         , train F-1: 0.94683112, test F-1: 0.93334276
iter: 008, train loss: 0.10081460, test loss: 0.11054613
         , train AUC: 0.98911384, test AUC: 0.98972482
         , train F-1: 0.94871361, test F-1: 0.93790393
iter: 009, train loss: 0.09618048, test loss: 0.11305502
         , train AUC: 0.99006590, test AUC: 0.98936678
         , train F-1: 0.95014767, test F-1: 0.94044448
iter: 010, train loss: 0.09974107, test loss: 0.10857520
         , train AUC: 0.98984723, test AUC: 0.98992980
         , train F-1: 0.94751458, test F-1: 0.93930402
iter: 011, train loss: 0.09727990, test loss: 0.10276803
         , train AUC: 0.98989122, test AUC: 0.99062775
         , train F-1: 0.95133058, test F-1: 0.94546777
iter: 012, train loss: 0.09220001, test loss: 0.10357501
         , train AUC: 0.99077353, test AUC: 0.99078278
         , train F-1: 0.95312249, test F-1: 0.94515862
iter: 013, train loss: 0.09377485, test loss: 0.10404641
         , train AUC: 0.99100786, test AUC: 0.99049122
         , train F-1: 0.95114850, test F-1: 0.94426408
iter: 014, train loss: 0.09078775, test loss: 0.10757533
         , train AUC: 0.99081539, test AUC: 0.98996548
         , train F-1: 0.95364274, test F-1: 0.94182951
iter: 015, train loss: 0.09176911, test loss: 0.10898669
         , train AUC: 0.99057321, test AUC: 0.99043398
         , train F-1: 0.95397350, test F-1: 0.94285184
iter: 016, train loss: 0.09372490, test loss: 0.10217177
         , train AUC: 0.99134351, test AUC: 0.99085144
         , train F-1: 0.95121254, test F-1: 0.94639508
iter: 017, train loss: 0.08826912, test loss: 0.09777033
         , train AUC: 0.99148199, test AUC: 0.99132348
         , train F-1: 0.95561302, test F-1: 0.95130668
iter: 018, train loss: 0.08958843, test loss: 0.09554967
         , train AUC: 0.99143690, test AUC: 0.99204676
         , train F-1: 0.95563114, test F-1: 0.95430798
iter: 019, train loss: 0.08612273, test loss: 0.09412290
         , train AUC: 0.99207075, test AUC: 0.99244166
         , train F-1: 0.95673796, test F-1: 0.95756061
iter: 020, train loss: 0.08522706, test loss: 0.10016686
         , train AUC: 0.99244297, test AUC: 0.99115987
         , train F-1: 0.95733372, test F-1: 0.95227042
iter: 021, train loss: 0.08347121, test loss: 0.10714530
         , train AUC: 0.99217326, test AUC: 0.99062679
         , train F-1: 0.95756299, test F-1: 0.94640674
iter: 022, train loss: 0.08707184, test loss: 0.10385494
         , train AUC: 0.99173539, test AUC: 0.99188848
         , train F-1: 0.95644509, test F-1: 0.94609050
iter: 023, train loss: 0.08586531, test loss: 0.09851553
         , train AUC: 0.99253703, test AUC: 0.99121983
         , train F-1: 0.95572378, test F-1: 0.95172963
iter: 024, train loss: 0.08109647, test loss: 0.09635484
         , train AUC: 0.99256370, test AUC: 0.99135248
         , train F-1: 0.95983088, test F-1: 0.95274887
iter: 025, train loss: 0.08054136, test loss: 0.09469889
         , train AUC: 0.99265748, test AUC: 0.99133834
         , train F-1: 0.96024483, test F-1: 0.95534162
iter: 026, train loss: 0.08049719, test loss: 0.09803119
         , train AUC: 0.99263762, test AUC: 0.99080837
         , train F-1: 0.95910239, test F-1: 0.95316456
iter: 027, train loss: 0.08284844, test loss: 0.09584285
