Arguments: Namespace(gap=2, num_epochs=200, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190103', run_fold=1, verbose=0)
iter: 000, train loss: 0.68599898, test loss: 0.55098242
         , train AUC: 0.49103496, test AUC: 0.55359008
         , train F-1: 0.48791904, test F-1: 0.45553138
iter: 001, train loss: 0.58266485, test loss: 0.52276653
         , train AUC: 0.53125813, test AUC: 0.55566891
         , train F-1: 0.44779180, test F-1: 0.44021679
iter: 002, train loss: 0.56010985, test loss: 0.51465791
         , train AUC: 0.56177326, test AUC: 0.56549679
         , train F-1: 0.42788517, test F-1: 0.43931056
iter: 003, train loss: 0.55384046, test loss: 0.51022083
         , train AUC: 0.60445037, test AUC: 0.59372794
         , train F-1: 0.42778319, test F-1: 0.43900816
iter: 004, train loss: 0.55043399, test loss: 0.50675970
         , train AUC: 0.63558538, test AUC: 0.61426415
         , train F-1: 0.42726650, test F-1: 0.43900816
iter: 005, train loss: 0.54551888, test loss: 0.50356609
         , train AUC: 0.65518856, test AUC: 0.63955503
         , train F-1: 0.42726650, test F-1: 0.43900816
iter: 006, train loss: 0.53932917, test loss: 0.50207144
         , train AUC: 0.67739095, test AUC: 0.65569652
         , train F-1: 0.42748465, test F-1: 0.43989498
iter: 007, train loss: 0.53319108, test loss: 0.50423181
         , train AUC: 0.69769615, test AUC: 0.65523724
         , train F-1: 0.42797154, test F-1: 0.43989498
iter: 008, train loss: 0.52924412, test loss: 0.50385928
         , train AUC: 0.70522429, test AUC: 0.65342679
         , train F-1: 0.42815962, test F-1: 0.44110132
iter: 009, train loss: 0.52462834, test loss: 0.50264478
         , train AUC: 0.71391585, test AUC: 0.66316702
         , train F-1: 0.42915721, test F-1: 0.44136188
iter: 010, train loss: 0.51776302, test loss: 0.49822235
         , train AUC: 0.72982949, test AUC: 0.67952644
         , train F-1: 0.42996289, test F-1: 0.46364267
iter: 011, train loss: 0.51050305, test loss: 0.49219099
         , train AUC: 0.74577630, test AUC: 0.69271782
