Arguments: Namespace(dropout=0.2, gap=1, hidden_size=16, l1=0.0001, l2=0, lr=0.008, num_epochs=100, num_layers=2, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105_normalized/LSTM_16_2_ep=100_dr=0.2_lr=0.008_l2=0_l1=0.0001')
iter: 000, train loss: 0.80935591, test loss: 0.71203959
         , train AUC: 0.51740485, test AUC: 0.59793518
         , train F-1: 0.23774699, test F-1: 0.28474615
iter: 001, train loss: 0.78344345, test loss: 0.68919384
         , train AUC: 0.58307354, test AUC: 0.61904861
         , train F-1: 0.29312723, test F-1: 0.52663282
iter: 002, train loss: 0.75944483, test loss: 0.66677666
         , train AUC: 0.62304686, test AUC: 0.63286319
         , train F-1: 0.54093951, test F-1: 0.57669798
iter: 003, train loss: 0.73606122, test loss: 0.64362645
         , train AUC: 0.65158903, test AUC: 0.65169172
         , train F-1: 0.58578326, test F-1: 0.51571715
iter: 004, train loss: 0.71250045, test loss: 0.61916667
         , train AUC: 0.67623930, test AUC: 0.67353328
         , train F-1: 0.49504220, test F-1: 0.46800350
iter: 005, train loss: 0.68831950, test loss: 0.59386206
         , train AUC: 0.69907490, test AUC: 0.69799101
         , train F-1: 0.44378478, test F-1: 0.44888106
iter: 006, train loss: 0.66400778, test loss: 0.56948400
         , train AUC: 0.72187644, test AUC: 0.72327860
         , train F-1: 0.42820120, test F-1: 0.44634675
iter: 007, train loss: 0.64157951, test loss: 0.54817212
         , train AUC: 0.74295650, test AUC: 0.74950660
         , train F-1: 0.42389307, test F-1: 0.44687791
iter: 008, train loss: 0.62244457, test loss: 0.53193921
         , train AUC: 0.76419546, test AUC: 0.77317283
         , train F-1: 0.42547226, test F-1: 0.45748134
iter: 009, train loss: 0.60801643, test loss: 0.51980048
         , train AUC: 0.78356081, test AUC: 0.79444317
         , train F-1: 0.43531565, test F-1: 0.48011479
iter: 010, train loss: 0.59688509, test loss: 0.50914913
         , train AUC: 0.80060277, test AUC: 0.81086811
         , train F-1: 0.45532387, test F-1: 0.50710117
iter: 011, train loss: 0.58588177, test loss: 0.49651989
         , train AUC: 0.81394964, test AUC: 0.82360123
         , train F-1: 0.49147332, test F-1: 0.54714937
iter: 012, train loss: 0.57223243, test loss: 0.48169342
         , train AUC: 0.82603792, test AUC: 0.83345011
         , train F-1: 0.54578703, test F-1: 0.59857221
iter: 013, train loss: 0.55658841, test loss: 0.46586096
         , train AUC: 0.83531859, test AUC: 0.84144996
         , train F-1: 0.61040265, test F-1: 0.64987087
iter: 014, train loss: 0.53929996, test loss: 0.45327833
         , train AUC: 0.84345879, test AUC: 0.84478566
         , train F-1: 0.66999608, test F-1: 0.69761850
iter: 015, train loss: 0.52273738, test loss: 0.44364399
         , train AUC: 0.85017986, test AUC: 0.84675352
         , train F-1: 0.71058342, test F-1: 0.72888108
iter: 016, train loss: 0.50749284, test loss: 0.43907386
         , train AUC: 0.85628123, test AUC: 0.84645938
         , train F-1: 0.73947458, test F-1: 0.74874546
iter: 017, train loss: 0.49499598, test loss: 0.43775126
