,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.8723910006017246,0.8590832413806267,0.8436616932032346,0.8997866924930906,0.8557879696547459,0.7067627646894387,0.7052340234332806,0.6434033684510546,0.7053001145900494,0.66549784243507
ICU,0.86383436394568,0.8562261996104291,0.8308338131218937,0.8950006632000247,0.8469668698589159,0.723372313545595,0.7183579137572963,0.6719266803714844,0.7299859008445336,0.6903225111534198
ETHNICITY,0.8703815214937523,0.8707886596116157,0.8409205481583202,0.9039980665939135,0.8565774982457622,0.706384213478675,0.7020894608150158,0.6401750175398283,0.7031085900937754,0.6620311482414669
AGE,0.8717774216918535,0.8556746866092386,0.840093160375387,0.8993836324083396,0.854419930100161,0.6994884770232037,0.7017913041254166,0.6378752928985281,0.7026467312530086,0.6624743049234918
GENDER,0.8723738420760137,0.8593371624477832,0.8489238657169274,0.9018888731989603,0.8550229493072568,0.7045675478277122,0.7062216110260936,0.6384837102449494,0.7022068591011987,0.6650627623472991
HEIGHT,0.8728629574176329,0.8644522344622027,0.8463312696045653,0.9000671769376669,0.8554989183359262,0.7078351674460788,0.7030457616189054,0.6400520624985361,0.7050906693473483,0.6649871526074014
WEIGHT,0.8661043286341663,0.8653042948235551,0.8406987953560046,0.9012449233910725,0.8577374740200456,0.7013273842601467,0.6893728595204534,0.6358606742192314,0.7015630838962528,0.652967046504986
BMI,0.871855067330896,0.8604833258160502,0.8431244957380434,0.9007634676073718,0.8571507270356107,0.7103457793189548,0.7049986296736024,0.642375266797073,0.6980186388277556,0.6631112416054399
DIAS_BP,0.8369571885203404,0.8006407905814008,0.8459735950422642,0.8727894115977795,0.8557579359794986,0.6429578303025544,0.6585830906616567,0.6332868551673366,0.6603422296958353,0.656078516206848
HR,0.8728158513061945,0.8595987896403728,0.8432498068599894,0.8976739388098336,0.8548958817532591,0.7066081004584417,0.7041520147002464,0.6421513288379014,0.7031409620157408,0.6620674382948198
SYS_BP,0.8553182129985077,0.811578856552914,0.8477941517448245,0.8887062353101502,0.8558538578216761,0.6602485368328238,0.6692637784513146,0.634836308627335,0.6722513754826002,0.6630154221729765
MEAN_BP,0.8038337801040609,0.8371393040020585,0.8421207675103465,0.8617806610872788,0.8547679541084747,0.7082357344768878,0.6965184169071242,0.6460344446571661,0.7065542589243381,0.6668799887717133
RESPRATE,0.8646996739272595,0.862169883347383,0.8375394577144148,0.8986809224309352,0.8591483356704636,0.7039212090869885,0.7066578199435394,0.6431731454595644,0.7066795298871567,0.6674360284212221
Temprate,0.8575469053185231,0.8525067323167581,0.7904891754919752,0.8894015472858844,0.8263136053643533,0.7012281564903424,0.703996025004728,0.6396151107383368,0.7082363098158833,0.6597538326899053
SPO2,0.8645073862818903,0.85683747319094,0.8373144711240028,0.8988378448351145,0.8532552976727299,0.6934807144038201,0.6993324217827364,0.6325328624894939,0.6938444160422806,0.6581147428709527
PH,0.8703955411697755,0.8588244849314678,0.8432451358327393,0.899025892790071,0.8564836093454441,0.7057718561525499,0.704337696257599,0.6427974199643738,0.7023817475903056,0.6649299537153615
HCO3,0.8646226903284735,0.8547153502072414,0.8430916298916764,0.8976010068433673,0.8538364844743014,0.7079466011419154,0.7052918340781765,0.6408535971126197,0.70407529797899,0.6635286391225623
HEMOGLOBIN,0.8550787024110665,0.8570614165833347,0.8399022568849108,0.8916953439412664,0.8554403713479328,0.7044380819881665,0.7034789700342476,0.6453486114433673,0.7047790468121442,0.6673706218450303
WBC,0.8686974234888645,0.8552605289426914,0.849192013479074,0.8976754492351745,0.8571619777181232,0.7004634362892028,0.7007922534493247,0.6414564285728435,0.704593321558159,0.6628670356915259
RBC,0.8688574970342154,0.8700585169292313,0.8466691967942058,0.9026684607437216,0.855676366359337,0.7034375820404277,0.6979266355678704,0.6485052853116275,0.7043311271971687,0.665382126469241
HEMATOCRIT,0.8797972994739257,0.8521810087907583,0.8417784186104519,0.9013532116405213,0.8569146103952067,0.7094009634466599,0.7043562673264432,0.6418247839026733,0.7058400520304544,0.6656746244449216
PLT,0.8605550760480191,0.8642660002748123,0.8436798273482734,0.8986900003954849,0.8523929046228472,0.7115397679557329,0.6968081911260412,0.6444760115391737,0.7045404704810604,0.6648357729066197
