Arguments: Namespace(dropout=0.2, gap=4, hidden_size=8, l1=0.0, l2=1e-05, lr=0.005, num_epochs=400, num_layers=1, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105/LSTM_8_1_ep=400_dr=0.2_lr=0.005_l2=1e-05_l1=0.0')
iter: 000, train loss: 0.62282157, test loss: 0.61777174
         , train AUC: 0.54002530, test AUC: 0.56851778
         , train F-1: 0.46599260, test F-1: 0.47128996
iter: 001, train loss: 0.61451852, test loss: 0.61349910
         , train AUC: 0.56405093, test AUC: 0.58171687
         , train F-1: 0.47133542, test F-1: 0.47545230
iter: 002, train loss: 0.60652447, test loss: 0.60986793
         , train AUC: 0.58728106, test AUC: 0.59568483
         , train F-1: 0.47740019, test F-1: 0.48268002
iter: 003, train loss: 0.59822398, test loss: 0.60599917
         , train AUC: 0.61232002, test AUC: 0.61043414
         , train F-1: 0.48469051, test F-1: 0.48563503
iter: 004, train loss: 0.59098089, test loss: 0.60349691
         , train AUC: 0.63309293, test AUC: 0.62132467
         , train F-1: 0.49117365, test F-1: 0.48440144
iter: 005, train loss: 0.58477843, test loss: 0.60039794
         , train AUC: 0.65411040, test AUC: 0.63221550
         , train F-1: 0.48812263, test F-1: 0.48604887
iter: 006, train loss: 0.57910258, test loss: 0.59774309
         , train AUC: 0.67166109, test AUC: 0.64222525
         , train F-1: 0.48553560, test F-1: 0.48326858
iter: 007, train loss: 0.57328433, test loss: 0.59470981
         , train AUC: 0.68749052, test AUC: 0.65227897
         , train F-1: 0.48681490, test F-1: 0.48240158
iter: 008, train loss: 0.56904197, test loss: 0.59240437
         , train AUC: 0.69949281, test AUC: 0.65970145
         , train F-1: 0.48476411, test F-1: 0.48202706
iter: 009, train loss: 0.56484115, test loss: 0.59020507
         , train AUC: 0.70985314, test AUC: 0.66266043
         , train F-1: 0.48292467, test F-1: 0.48058292
iter: 010, train loss: 0.56107795, test loss: 0.58750045
         , train AUC: 0.72060807, test AUC: 0.67010282
         , train F-1: 0.48150121, test F-1: 0.47983688
iter: 011, train loss: 0.55693763, test loss: 0.58410764
         , train AUC: 0.73059164, test AUC: 0.67883371
         , train F-1: 0.48246896, test F-1: 0.48106781
iter: 012, train loss: 0.55232364, test loss: 0.58122909
         , train AUC: 0.74033226, test AUC: 0.68088068
         , train F-1: 0.48340700, test F-1: 0.48377187
iter: 013, train loss: 0.54757977, test loss: 0.57845187
         , train AUC: 0.74830229, test AUC: 0.68547865
         , train F-1: 0.48643101, test F-1: 0.48380493
iter: 014, train loss: 0.54319924, test loss: 0.57560956
         , train AUC: 0.75544216, test AUC: 0.68911546
         , train F-1: 0.48921935, test F-1: 0.48712224
iter: 015, train loss: 0.53908491, test loss: 0.57384717
         , train AUC: 0.76185636, test AUC: 0.69133424
         , train F-1: 0.49390607, test F-1: 0.49059797
iter: 016, train loss: 0.53528911, test loss: 0.57284749
         , train AUC: 0.76733608, test AUC: 0.69236252
         , train F-1: 0.49730532, test F-1: 0.49160510
iter: 017, train loss: 0.53212517, test loss: 0.57191843
         , train AUC: 0.77140517, test AUC: 0.69346939
         , train F-1: 0.49834181, test F-1: 0.49191252
