Arguments: Namespace(dropout=0.2, gap=2, hidden_size=8, l1=0.0001, lr=0.01, num_epochs=400, num_layers=2, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105/LSTM_8_2_ep=400_dr=0.2_lr=0.01_wd=0.0_l1=0.0001', weight_decay=0.0)
iter: 000, train loss: 0.74033743, test loss: 0.68563437
         , train AUC: 0.58183674, test AUC: 0.56392857
         , train F-1: 0.34875160, test F-1: 0.56370802
iter: 001, train loss: 0.72178560, test loss: 0.67059058
         , train AUC: 0.60042765, test AUC: 0.58775298
         , train F-1: 0.55979310, test F-1: 0.40973971
iter: 002, train loss: 0.70587170, test loss: 0.65638483
         , train AUC: 0.61710250, test AUC: 0.60782788
         , train F-1: 0.41183512, test F-1: 0.40889800
iter: 003, train loss: 0.68995261, test loss: 0.64241761
         , train AUC: 0.63657212, test AUC: 0.61664630
         , train F-1: 0.40960172, test F-1: 0.40873114
iter: 004, train loss: 0.67403513, test loss: 0.62875837
         , train AUC: 0.64757920, test AUC: 0.62726176
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 005, train loss: 0.65867865, test loss: 0.61712694
         , train AUC: 0.65670450, test AUC: 0.63401983
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 006, train loss: 0.64493108, test loss: 0.60836321
         , train AUC: 0.66368078, test AUC: 0.64101501
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 007, train loss: 0.63370079, test loss: 0.60263193
         , train AUC: 0.67284179, test AUC: 0.64815283
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 008, train loss: 0.62593633, test loss: 0.59950542
         , train AUC: 0.68164136, test AUC: 0.65595945
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 009, train loss: 0.62136835, test loss: 0.59870988
         , train AUC: 0.68921767, test AUC: 0.66212667
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 010, train loss: 0.61840987, test loss: 0.59915704
         , train AUC: 0.69658327, test AUC: 0.66078282
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 011, train loss: 0.61474574, test loss: 0.59730941
         , train AUC: 0.70679905, test AUC: 0.66496651
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 012, train loss: 0.60946447, test loss: 0.59376621
         , train AUC: 0.71909394, test AUC: 0.67014878
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 013, train loss: 0.60313493, test loss: 0.58924657
         , train AUC: 0.72778454, test AUC: 0.67444301
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 014, train loss: 0.59474033, test loss: 0.58593130
         , train AUC: 0.73870728, test AUC: 0.66771366
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 015, train loss: 0.58529133, test loss: 0.58179021
         , train AUC: 0.74866036, test AUC: 0.66520148
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 016, train loss: 0.57701898, test loss: 0.57421672
         , train AUC: 0.75349543, test AUC: 0.67798111
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 017, train loss: 0.56724590, test loss: 0.56394506
         , train AUC: 0.76204125, test AUC: 0.69859725
         , train F-1: 0.40950169, test F-1: 0.41531290
iter: 018, train loss: 0.56010288, test loss: 0.55977488
         , train AUC: 0.76391285, test AUC: 0.70139030
         , train F-1: 0.41795869, test F-1: 0.45374316
iter: 019, train loss: 0.55332059, test loss: 0.55998063
         , train AUC: 0.76565834, test AUC: 0.69698635
         , train F-1: 0.47393723, test F-1: 0.52763798
iter: 020, train loss: 0.54524201, test loss: 0.55863720
         , train AUC: 0.77141624, test AUC: 0.69584266
         , train F-1: 0.57601005, test F-1: 0.53839060
iter: 021, train loss: 0.53788227, test loss: 0.55695552
         , train AUC: 0.77725848, test AUC: 0.69806405
         , train F-1: 0.60855259, test F-1: 0.55141156
iter: 022, train loss: 0.52969283, test loss: 0.55368382
         , train AUC: 0.78435310, test AUC: 0.70481089
         , train F-1: 0.63063894, test F-1: 0.56155240
iter: 023, train loss: 0.52217221, test loss: 0.55145878
         , train AUC: 0.79117813, test AUC: 0.70632053
         , train F-1: 0.64627993, test F-1: 0.58092013
iter: 024, train loss: 0.51309204, test loss: 0.54984754
         , train AUC: 0.79921047, test AUC: 0.71098597
         , train F-1: 0.67608272, test F-1: 0.62564717
iter: 025, train loss: 0.50986362, test loss: 0.54970944
         , train AUC: 0.80039232, test AUC: 0.71629437
         , train F-1: 0.70420355, test F-1: 0.63027834
iter: 026, train loss: 0.50521696, test loss: 0.54784620
         , train AUC: 0.80443333, test AUC: 0.72196633
         , train F-1: 0.71616317, test F-1: 0.62597981
iter: 027, train loss: 0.50142217, test loss: 0.55102473
         , train AUC: 0.80778672, test AUC: 0.72682025
         , train F-1: 0.71710615, test F-1: 0.64756698
iter: 028, train loss: 0.49828401, test loss: 0.54812813
         , train AUC: 0.81217755, test AUC: 0.73299311
         , train F-1: 0.72968569, test F-1: 0.65864952
iter: 029, train loss: 0.49484760, test loss: 0.54687774
         , train AUC: 0.81578850, test AUC: 0.73939357
         , train F-1: 0.73552133, test F-1: 0.66417685
iter: 030, train loss: 0.49028847, test loss: 0.54632390
         , train AUC: 0.82007390, test AUC: 0.74628064
         , train F-1: 0.74006260, test F-1: 0.66293657
iter: 031, train loss: 0.48751843, test loss: 0.55140585
         , train AUC: 0.82202194, test AUC: 0.74203167
         , train F-1: 0.73891361, test F-1: 0.66391899
iter: 032, train loss: 0.48775455, test loss: 0.54617828
         , train AUC: 0.82321322, test AUC: 0.74955999
         , train F-1: 0.74309900, test F-1: 0.66900649
iter: 033, train loss: 0.48606458, test loss: 0.54396832
         , train AUC: 0.82385889, test AUC: 0.74759941
         , train F-1: 0.74489884, test F-1: 0.67001928
iter: 034, train loss: 0.48418820, test loss: 0.53661537
         , train AUC: 0.82474304, test AUC: 0.75845314
         , train F-1: 0.74397545, test F-1: 0.67698171
iter: 035, train loss: 0.47868842, test loss: 0.53405201
         , train AUC: 0.82920193, test AUC: 0.76226760
         , train F-1: 0.74979306, test F-1: 0.68319009
iter: 036, train loss: 0.47643664, test loss: 0.53275353
         , train AUC: 0.83211223, test AUC: 0.76172216
         , train F-1: 0.75112508, test F-1: 0.68469717
iter: 037, train loss: 0.47435468, test loss: 0.52640051
         , train AUC: 0.83350977, test AUC: 0.76992890
         , train F-1: 0.75279202, test F-1: 0.68616208
iter: 038, train loss: 0.47183862, test loss: 0.52327585
         , train AUC: 0.83556538, test AUC: 0.77217018
         , train F-1: 0.74894086, test F-1: 0.68389903
iter: 039, train loss: 0.46900883, test loss: 0.52288997
         , train AUC: 0.83847389, test AUC: 0.77070604
         , train F-1: 0.74967219, test F-1: 0.68106177
iter: 040, train loss: 0.46792850, test loss: 0.52187359
         , train AUC: 0.83926773, test AUC: 0.77651743
         , train F-1: 0.74930579, test F-1: 0.68457674
iter: 041, train loss: 0.46566322, test loss: 0.52046013
         , train AUC: 0.84159828, test AUC: 0.78114060
         , train F-1: 0.75367734, test F-1: 0.68759982
iter: 042, train loss: 0.46325162, test loss: 0.52029550
         , train AUC: 0.84379589, test AUC: 0.78254906
         , train F-1: 0.75899297, test F-1: 0.68835942
iter: 043, train loss: 0.46364456, test loss: 0.51720721
         , train AUC: 0.84317618, test AUC: 0.78652454
         , train F-1: 0.75772727, test F-1: 0.69081637
iter: 044, train loss: 0.45992851, test loss: 0.51290083
         , train AUC: 0.84639701, test AUC: 0.79056766
         , train F-1: 0.76081755, test F-1: 0.69338776
iter: 045, train loss: 0.45687926, test loss: 0.50987440
