Arguments: Namespace(gap=1, hidden_size=32, num_epochs=200, num_layers=2, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190104/LSTM_32_2')
iter: 000, train loss: 0.67374617, test loss: 0.63705635
         , train AUC: 0.39816281, test AUC: 0.59736281
         , train F-1: 0.41272051, test F-1: 0.40203662
iter: 001, train loss: 0.62213695, test loss: 0.62218952
         , train AUC: 0.61752580, test AUC: 0.65245422
         , train F-1: 0.41156252, test F-1: 0.40203662
iter: 002, train loss: 0.59651887, test loss: 0.63117754
         , train AUC: 0.65586332, test AUC: 0.66704099
         , train F-1: 0.41156252, test F-1: 0.40203662
iter: 003, train loss: 0.59319735, test loss: 0.61805826
         , train AUC: 0.67658812, test AUC: 0.68739531
         , train F-1: 0.41156252, test F-1: 0.40203662
iter: 004, train loss: 0.58253759, test loss: 0.59633321
         , train AUC: 0.70119784, test AUC: 0.70127808
         , train F-1: 0.41156252, test F-1: 0.40203662
iter: 005, train loss: 0.56638622, test loss: 0.58434957
         , train AUC: 0.72034255, test AUC: 0.71250676
         , train F-1: 0.41166546, test F-1: 0.41424502
iter: 006, train loss: 0.55887318, test loss: 0.56593591
         , train AUC: 0.73546601, test AUC: 0.72875604
         , train F-1: 0.44496941, test F-1: 0.47487066
iter: 007, train loss: 0.54104352, test loss: 0.55650318
         , train AUC: 0.75005189, test AUC: 0.73602284
         , train F-1: 0.54608362, test F-1: 0.53409426
iter: 008, train loss: 0.52532560, test loss: 0.54921597
         , train AUC: 0.75938501, test AUC: 0.74492328
         , train F-1: 0.59202686, test F-1: 0.61853732
iter: 009, train loss: 0.51468641, test loss: 0.53654319
         , train AUC: 0.76965014, test AUC: 0.75922569
         , train F-1: 0.65340134, test F-1: 0.67218624
iter: 010, train loss: 0.50546837, test loss: 0.53254062
         , train AUC: 0.77926983, test AUC: 0.76776814
         , train F-1: 0.68857133, test F-1: 0.68660263
iter: 011, train loss: 0.49752334, test loss: 0.52838218
         , train AUC: 0.78764679, test AUC: 0.77727624
         , train F-1: 0.69469250, test F-1: 0.69059558
iter: 012, train loss: 0.49043384, test loss: 0.51233327
         , train AUC: 0.79734958, test AUC: 0.78941806
         , train F-1: 0.69960616, test F-1: 0.70563139
iter: 013, train loss: 0.48157203, test loss: 0.50680578
         , train AUC: 0.80334435, test AUC: 0.79605329
         , train F-1: 0.71084449, test F-1: 0.70879854
iter: 014, train loss: 0.47101077, test loss: 0.50899833
         , train AUC: 0.81414298, test AUC: 0.79382673
         , train F-1: 0.72067632, test F-1: 0.69120867
iter: 015, train loss: 0.46173462, test loss: 0.50135219
