Arguments: Namespace(dropout=0.2, gap=2, hidden_size=8, num_epochs=500, num_layers=3, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105/LSTM_8_3_epoch=500_dr=0.2_lr=0.005_wd=1e-05')
iter: 000, train loss: 0.64602238, test loss: 0.63482994
         , train AUC: 0.56720798, test AUC: 0.62872399
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 001, train loss: 0.63612479, test loss: 0.62485766
         , train AUC: 0.56830574, test AUC: 0.63093358
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 002, train loss: 0.62703758, test loss: 0.61607152
         , train AUC: 0.56892044, test AUC: 0.63630229
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 003, train loss: 0.61914164, test loss: 0.60952514
         , train AUC: 0.57285535, test AUC: 0.63824291
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 004, train loss: 0.61346328, test loss: 0.60589039
         , train AUC: 0.57687523, test AUC: 0.63585229
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 005, train loss: 0.61029279, test loss: 0.60398263
         , train AUC: 0.58601138, test AUC: 0.64317378
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 006, train loss: 0.60943151, test loss: 0.60325754
         , train AUC: 0.59574621, test AUC: 0.65395465
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 007, train loss: 0.60967338, test loss: 0.60202187
         , train AUC: 0.60712534, test AUC: 0.66901843
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 008, train loss: 0.60981351, test loss: 0.60031754
         , train AUC: 0.61576285, test AUC: 0.67400310
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 009, train loss: 0.60802037, test loss: 0.59686744
         , train AUC: 0.62869137, test AUC: 0.68757860
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 010, train loss: 0.60466367, test loss: 0.59316564
         , train AUC: 0.64435411, test AUC: 0.69949388
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 011, train loss: 0.60079175, test loss: 0.58959025
         , train AUC: 0.65641861, test AUC: 0.71028810
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 012, train loss: 0.59676993, test loss: 0.58578765
         , train AUC: 0.66755391, test AUC: 0.72122093
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 013, train loss: 0.59302950, test loss: 0.58342773
         , train AUC: 0.67911495, test AUC: 0.72579746
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 014, train loss: 0.59013242, test loss: 0.58308333
         , train AUC: 0.68795235, test AUC: 0.72120246
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 015, train loss: 0.58779144, test loss: 0.58224922
         , train AUC: 0.69438089, test AUC: 0.71961778
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 016, train loss: 0.58559763, test loss: 0.58204007
         , train AUC: 0.69986430, test AUC: 0.71339812
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 017, train loss: 0.58241725, test loss: 0.57975745
         , train AUC: 0.70682811, test AUC: 0.71226913
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 018, train loss: 0.57861352, test loss: 0.57578516
         , train AUC: 0.71124027, test AUC: 0.71245207
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 019, train loss: 0.57361037, test loss: 0.57107520
         , train AUC: 0.71543805, test AUC: 0.71379378
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 020, train loss: 0.56788373, test loss: 0.56557351
         , train AUC: 0.71967597, test AUC: 0.71802693
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 021, train loss: 0.56218117, test loss: 0.56211609
         , train AUC: 0.72431791, test AUC: 0.71955206
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 022, train loss: 0.55644596, test loss: 0.56025565
         , train AUC: 0.73008388, test AUC: 0.71839696
         , train F-1: 0.40950169, test F-1: 0.40873114
iter: 023, train loss: 0.55116647, test loss: 0.55648404
         , train AUC: 0.73525291, test AUC: 0.72362333
         , train F-1: 0.40950169, test F-1: 0.40975377
iter: 024, train loss: 0.54470098, test loss: 0.55388606
         , train AUC: 0.74369918, test AUC: 0.72560587
         , train F-1: 0.41085242, test F-1: 0.42847860
iter: 025, train loss: 0.53872824, test loss: 0.55310076
         , train AUC: 0.75030766, test AUC: 0.72561423
         , train F-1: 0.42591109, test F-1: 0.48194663
iter: 026, train loss: 0.53351021, test loss: 0.55136073
         , train AUC: 0.75555676, test AUC: 0.72866377
         , train F-1: 0.48041631, test F-1: 0.55426653
iter: 027, train loss: 0.52821821, test loss: 0.55183893
         , train AUC: 0.76192094, test AUC: 0.72702109
         , train F-1: 0.55862873, test F-1: 0.60943427
iter: 028, train loss: 0.52413845, test loss: 0.55183387
         , train AUC: 0.76597204, test AUC: 0.72827973
         , train F-1: 0.62362942, test F-1: 0.64152230
iter: 029, train loss: 0.52099675, test loss: 0.55384505
         , train AUC: 0.76903083, test AUC: 0.72530991
         , train F-1: 0.65673754, test F-1: 0.65354185
iter: 030, train loss: 0.51818091, test loss: 0.55460656
         , train AUC: 0.77240654, test AUC: 0.72561131
         , train F-1: 0.67932005, test F-1: 0.65995371
iter: 031, train loss: 0.51631969, test loss: 0.55625176
         , train AUC: 0.77316338, test AUC: 0.72537768
         , train F-1: 0.68918401, test F-1: 0.66076639
iter: 032, train loss: 0.51418006, test loss: 0.55779487
         , train AUC: 0.77567085, test AUC: 0.72473050
         , train F-1: 0.69546856, test F-1: 0.66029104
iter: 033, train loss: 0.51168621, test loss: 0.56126988
         , train AUC: 0.77802207, test AUC: 0.72237938
         , train F-1: 0.70154569, test F-1: 0.66082530
iter: 034, train loss: 0.50972468, test loss: 0.56575048
         , train AUC: 0.77974599, test AUC: 0.71906939
         , train F-1: 0.70422885, test F-1: 0.65468249
iter: 035, train loss: 0.50789171, test loss: 0.56781071
         , train AUC: 0.78274352, test AUC: 0.71936732
         , train F-1: 0.70634758, test F-1: 0.65344107
iter: 036, train loss: 0.50667751, test loss: 0.56887758
         , train AUC: 0.78438838, test AUC: 0.71985923
         , train F-1: 0.70852394, test F-1: 0.65635195
iter: 037, train loss: 0.50420290, test loss: 0.56870550
         , train AUC: 0.78748129, test AUC: 0.71870500
         , train F-1: 0.71018246, test F-1: 0.65129919
iter: 038, train loss: 0.50339693, test loss: 0.57167953
         , train AUC: 0.78884743, test AUC: 0.71720088
         , train F-1: 0.71158768, test F-1: 0.64886027
iter: 039, train loss: 0.50161970, test loss: 0.56806511
         , train AUC: 0.79012822, test AUC: 0.72251273
         , train F-1: 0.71326889, test F-1: 0.65131779
iter: 040, train loss: 0.49975604, test loss: 0.56716430
         , train AUC: 0.79254424, test AUC: 0.72282063
         , train F-1: 0.71561933, test F-1: 0.65767309
iter: 041, train loss: 0.49853855, test loss: 0.56418580
         , train AUC: 0.79308910, test AUC: 0.72734852
         , train F-1: 0.71462261, test F-1: 0.65896528
iter: 042, train loss: 0.49554774, test loss: 0.56129009
         , train AUC: 0.79586434, test AUC: 0.72931242
         , train F-1: 0.71928908, test F-1: 0.66529831
iter: 043, train loss: 0.49366787, test loss: 0.56125408
         , train AUC: 0.79744507, test AUC: 0.72972518
         , train F-1: 0.71833546, test F-1: 0.66539132
iter: 044, train loss: 0.49260554, test loss: 0.55790645
         , train AUC: 0.79844211, test AUC: 0.73459122
         , train F-1: 0.71959855, test F-1: 0.66601962
iter: 045, train loss: 0.49055657, test loss: 0.55487669
         , train AUC: 0.79981540, test AUC: 0.73547428
         , train F-1: 0.72038547, test F-1: 0.67031535
iter: 046, train loss: 0.48824167, test loss: 0.55529714
         , train AUC: 0.80209134, test AUC: 0.73603523
         , train F-1: 0.72302831, test F-1: 0.66835232
iter: 047, train loss: 0.48711687, test loss: 0.55398214
         , train AUC: 0.80323662, test AUC: 0.73671384
         , train F-1: 0.72271589, test F-1: 0.66638409
iter: 048, train loss: 0.48530960, test loss: 0.55258167
         , train AUC: 0.80453617, test AUC: 0.73756072
         , train F-1: 0.72410070, test F-1: 0.66872437
iter: 049, train loss: 0.48278630, test loss: 0.55330902
         , train AUC: 0.80717146, test AUC: 0.73604073
         , train F-1: 0.72827802, test F-1: 0.66866489
iter: 050, train loss: 0.48187068, test loss: 0.55214673
         , train AUC: 0.80783357, test AUC: 0.73696173
         , train F-1: 0.72609315, test F-1: 0.66898005
iter: 051, train loss: 0.48009685, test loss: 0.55083752
         , train AUC: 0.80912580, test AUC: 0.73804517
         , train F-1: 0.72814629, test F-1: 0.66702518
iter: 052, train loss: 0.47917646, test loss: 0.54996425
         , train AUC: 0.81043067, test AUC: 0.73912312
         , train F-1: 0.72729215, test F-1: 0.66863405
iter: 053, train loss: 0.47770572, test loss: 0.55164862
         , train AUC: 0.81188963, test AUC: 0.73597494
         , train F-1: 0.72822073, test F-1: 0.66616924
iter: 054, train loss: 0.47649616, test loss: 0.55278331
         , train AUC: 0.81323918, test AUC: 0.73499090
         , train F-1: 0.72729723, test F-1: 0.66165278
iter: 055, train loss: 0.47512358, test loss: 0.55295438
         , train AUC: 0.81417946, test AUC: 0.73603416
         , train F-1: 0.72856862, test F-1: 0.66128249
iter: 056, train loss: 0.47404373, test loss: 0.55193931
         , train AUC: 0.81506152, test AUC: 0.73806444
         , train F-1: 0.73039986, test F-1: 0.66464417
iter: 057, train loss: 0.47282061, test loss: 0.55028343
         , train AUC: 0.81636721, test AUC: 0.74096937
         , train F-1: 0.73317716, test F-1: 0.66527184
iter: 058, train loss: 0.47110623, test loss: 0.54805201
         , train AUC: 0.81752842, test AUC: 0.74595288
         , train F-1: 0.73452257, test F-1: 0.66992329
iter: 059, train loss: 0.47019148, test loss: 0.54923528
         , train AUC: 0.81812026, test AUC: 0.74492942
         , train F-1: 0.73801610, test F-1: 0.66849990
iter: 060, train loss: 0.46953714, test loss: 0.55065519
         , train AUC: 0.81871669, test AUC: 0.74312303
         , train F-1: 0.73808164, test F-1: 0.66761074
iter: 061, train loss: 0.46846649, test loss: 0.54912001
         , train AUC: 0.81985774, test AUC: 0.74548648
         , train F-1: 0.73718570, test F-1: 0.66776182
iter: 062, train loss: 0.46789506, test loss: 0.54967737
         , train AUC: 0.82021082, test AUC: 0.74717526
         , train F-1: 0.73785420, test F-1: 0.66939667
iter: 063, train loss: 0.46608418, test loss: 0.54930198
         , train AUC: 0.82182892, test AUC: 0.74869228
         , train F-1: 0.74108942, test F-1: 0.67192055
iter: 064, train loss: 0.46433869, test loss: 0.54722613
         , train AUC: 0.82337352, test AUC: 0.75228489
         , train F-1: 0.74520700, test F-1: 0.67575481
iter: 065, train loss: 0.46303484, test loss: 0.54514301
         , train AUC: 0.82462161, test AUC: 0.75447943
         , train F-1: 0.74498378, test F-1: 0.67710488
iter: 066, train loss: 0.46180159, test loss: 0.54568505
         , train AUC: 0.82545617, test AUC: 0.75426625
         , train F-1: 0.74416426, test F-1: 0.67879590
iter: 067, train loss: 0.46049628, test loss: 0.54444450
         , train AUC: 0.82697900, test AUC: 0.75427687
         , train F-1: 0.74304838, test F-1: 0.68111819
iter: 068, train loss: 0.45951179, test loss: 0.54315221
         , train AUC: 0.82786160, test AUC: 0.75523748
         , train F-1: 0.74238946, test F-1: 0.67905000
iter: 069, train loss: 0.45823330, test loss: 0.54110515
         , train AUC: 0.82938746, test AUC: 0.75718947
         , train F-1: 0.73995749, test F-1: 0.68099326
iter: 070, train loss: 0.45741689, test loss: 0.54381138
         , train AUC: 0.83000312, test AUC: 0.75461586
         , train F-1: 0.74103834, test F-1: 0.67941397
iter: 071, train loss: 0.45444945, test loss: 0.54472476
         , train AUC: 0.83227940, test AUC: 0.75546951
         , train F-1: 0.74512347, test F-1: 0.68152706
iter: 072, train loss: 0.45449406, test loss: 0.54751754
         , train AUC: 0.83239854, test AUC: 0.75383359
         , train F-1: 0.74555708, test F-1: 0.67847876
iter: 073, train loss: 0.45168439, test loss: 0.54421079
         , train AUC: 0.83519553, test AUC: 0.75749922
         , train F-1: 0.75040761, test F-1: 0.67769449
iter: 074, train loss: 0.45078406, test loss: 0.54294264
         , train AUC: 0.83587741, test AUC: 0.75558898
         , train F-1: 0.75043567, test F-1: 0.67923957
iter: 075, train loss: 0.44931197, test loss: 0.54115635
         , train AUC: 0.83688725, test AUC: 0.75624012
         , train F-1: 0.74846666, test F-1: 0.67470124
iter: 076, train loss: 0.44900003, test loss: 0.54158592
         , train AUC: 0.83701477, test AUC: 0.75792719
         , train F-1: 0.74916227, test F-1: 0.67610462
iter: 077, train loss: 0.44704443, test loss: 0.54458272
         , train AUC: 0.83867428, test AUC: 0.75842838
         , train F-1: 0.75335638, test F-1: 0.67982129
iter: 078, train loss: 0.44537812, test loss: 0.55188894
         , train AUC: 0.83991206, test AUC: 0.75260520
         , train F-1: 0.75679085, test F-1: 0.67684476
iter: 079, train loss: 0.44327834, test loss: 0.55381376
         , train AUC: 0.84137150, test AUC: 0.75203039
         , train F-1: 0.75978627, test F-1: 0.67601079
iter: 080, train loss: 0.44144446, test loss: 0.55451983
         , train AUC: 0.84319666, test AUC: 0.75222648
         , train F-1: 0.75981440, test F-1: 0.67765022
iter: 081, train loss: 0.44071311, test loss: 0.55550182
         , train AUC: 0.84349754, test AUC: 0.75212113
         , train F-1: 0.75848181, test F-1: 0.67457277
iter: 082, train loss: 0.43803728, test loss: 0.55091172
         , train AUC: 0.84568979, test AUC: 0.75670680
         , train F-1: 0.76151929, test F-1: 0.67947902
iter: 083, train loss: 0.43516207, test loss: 0.55271107
         , train AUC: 0.84754797, test AUC: 0.75321837
         , train F-1: 0.76235947, test F-1: 0.67777081
iter: 084, train loss: 0.43424767, test loss: 0.55932993
         , train AUC: 0.84806715, test AUC: 0.74923600
         , train F-1: 0.76224276, test F-1: 0.67524151
iter: 085, train loss: 0.43350545, test loss: 0.55992299
         , train AUC: 0.84866855, test AUC: 0.75069475
         , train F-1: 0.76323019, test F-1: 0.67800930
iter: 086, train loss: 0.43251193, test loss: 0.56275505
         , train AUC: 0.84894357, test AUC: 0.75072483
         , train F-1: 0.76795875, test F-1: 0.68021886
iter: 087, train loss: 0.42907020, test loss: 0.56344098
         , train AUC: 0.85191900, test AUC: 0.75202640
         , train F-1: 0.77011536, test F-1: 0.67975406
iter: 088, train loss: 0.42582038, test loss: 0.56791699
         , train AUC: 0.85373152, test AUC: 0.74859735
         , train F-1: 0.77382387, test F-1: 0.67611679
iter: 089, train loss: 0.42451781, test loss: 0.56548947
         , train AUC: 0.85439505, test AUC: 0.75226429
         , train F-1: 0.77291901, test F-1: 0.67894906
iter: 090, train loss: 0.42421576, test loss: 0.56692857
         , train AUC: 0.85417001, test AUC: 0.75293591
         , train F-1: 0.77148831, test F-1: 0.68136604
iter: 091, train loss: 0.42086053, test loss: 0.56938082
         , train AUC: 0.85655160, test AUC: 0.75399182
         , train F-1: 0.77387773, test F-1: 0.68142530
iter: 092, train loss: 0.41883898, test loss: 0.56492925
         , train AUC: 0.85847941, test AUC: 0.75804180
         , train F-1: 0.77478700, test F-1: 0.68589937
iter: 093, train loss: 0.41733974, test loss: 0.56029135
         , train AUC: 0.85883859, test AUC: 0.76161967
         , train F-1: 0.77563050, test F-1: 0.68686364
iter: 094, train loss: 0.41614527, test loss: 0.56500107
         , train AUC: 0.85953596, test AUC: 0.75821822
         , train F-1: 0.77608464, test F-1: 0.68744358
