Arguments: Namespace(dropout=0.2, gap=4, hidden_size=8, l1=5e-05, l2=0, lr=0.01, num_epochs=400, num_layers=2, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105/LSTM_8_2_ep=400_dr=0.2_lr=0.01_wd=0_l1=5e-05')
iter: 000, train loss: 0.77430826, test loss: 0.72280014
         , train AUC: 0.55143585, test AUC: 0.57177846
         , train F-1: 0.23467375, test F-1: 0.24071202
iter: 001, train loss: 0.74386203, test loss: 0.69557399
         , train AUC: 0.58933611, test AUC: 0.59372035
         , train F-1: 0.23481918, test F-1: 0.51383865
iter: 002, train loss: 0.71508515, test loss: 0.67152822
         , train AUC: 0.59337060, test AUC: 0.59387899
         , train F-1: 0.49331787, test F-1: 0.54473636
iter: 003, train loss: 0.68887830, test loss: 0.65088803
         , train AUC: 0.59336116, test AUC: 0.59722643
         , train F-1: 0.55851306, test F-1: 0.48375680
iter: 004, train loss: 0.66641146, test loss: 0.63392341
         , train AUC: 0.59012664, test AUC: 0.60177907
         , train F-1: 0.48316838, test F-1: 0.41855955
iter: 005, train loss: 0.64746404, test loss: 0.62137789
         , train AUC: 0.59546979, test AUC: 0.60533665
         , train F-1: 0.43176361, test F-1: 0.41499679
iter: 006, train loss: 0.63298243, test loss: 0.61390734
         , train AUC: 0.59672988, test AUC: 0.61060053
         , train F-1: 0.42076514, test F-1: 0.40956403
iter: 007, train loss: 0.62315351, test loss: 0.61076719
         , train AUC: 0.60474694, test AUC: 0.62751425
         , train F-1: 0.41186374, test F-1: 0.40763909
iter: 008, train loss: 0.61854774, test loss: 0.61153513
         , train AUC: 0.61613639, test AUC: 0.64249531
         , train F-1: 0.41108256, test F-1: 0.40681140
iter: 009, train loss: 0.61800683, test loss: 0.61473328
         , train AUC: 0.63093567, test AUC: 0.65540846
         , train F-1: 0.41016654, test F-1: 0.40679302
iter: 010, train loss: 0.61906815, test loss: 0.61711794
         , train AUC: 0.64961515, test AUC: 0.66334742
         , train F-1: 0.40966259, test F-1: 0.40679302
iter: 011, train loss: 0.61941326, test loss: 0.61641026
