Arguments: Namespace(dropout=0.2, gap=5, hidden_size=8, lr=0.01, num_epochs=400, num_layers=2, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190105/LSTM_8_2_epoch=400_dr=0.2_lr=0.01_wd=0.0', weight_decay=0.0)
iter: 000, train loss: 0.67448735, test loss: 0.65200996
         , train AUC: 0.56732627, test AUC: 0.59713495
         , train F-1: 0.49532764, test F-1: 0.41050940
iter: 001, train loss: 0.65381086, test loss: 0.63177091
         , train AUC: 0.59479895, test AUC: 0.61788900
         , train F-1: 0.40861047, test F-1: 0.41032809
iter: 002, train loss: 0.63813180, test loss: 0.61547530
         , train AUC: 0.57907213, test AUC: 0.62014001
         , train F-1: 0.40843562, test F-1: 0.41012675
iter: 003, train loss: 0.62406367, test loss: 0.60215074
         , train AUC: 0.57776454, test AUC: 0.63387392
         , train F-1: 0.40797085, test F-1: 0.41012675
iter: 004, train loss: 0.61276543, test loss: 0.59386724
         , train AUC: 0.58745978, test AUC: 0.64341072
         , train F-1: 0.40807416, test F-1: 0.41012675
iter: 005, train loss: 0.60503775, test loss: 0.59164190
         , train AUC: 0.60634233, test AUC: 0.65367824
         , train F-1: 0.40800679, test F-1: 0.41012675
iter: 006, train loss: 0.60247511, test loss: 0.59154755
         , train AUC: 0.62665232, test AUC: 0.66273799
         , train F-1: 0.40811533, test F-1: 0.41012675
iter: 007, train loss: 0.60177952, test loss: 0.58874255
         , train AUC: 0.64593077, test AUC: 0.67229660
         , train F-1: 0.40878631, test F-1: 0.41173552
iter: 008, train loss: 0.59938854, test loss: 0.58291626
         , train AUC: 0.65729669, test AUC: 0.68473437
         , train F-1: 0.41077858, test F-1: 0.41545531
iter: 009, train loss: 0.59319127, test loss: 0.57624626
         , train AUC: 0.66789929, test AUC: 0.69681977
         , train F-1: 0.41479515, test F-1: 0.42723891
iter: 010, train loss: 0.58794695, test loss: 0.56980515
         , train AUC: 0.67260856, test AUC: 0.70814219
         , train F-1: 0.42223660, test F-1: 0.44045048
iter: 011, train loss: 0.58211493, test loss: 0.56326801
         , train AUC: 0.68338870, test AUC: 0.71920564
         , train F-1: 0.43477800, test F-1: 0.46772339
iter: 012, train loss: 0.57529730, test loss: 0.55467957
         , train AUC: 0.69619559, test AUC: 0.73285763
         , train F-1: 0.44647692, test F-1: 0.48416166
iter: 013, train loss: 0.56797677, test loss: 0.54634529
         , train AUC: 0.70868202, test AUC: 0.74337719
         , train F-1: 0.45917812, test F-1: 0.48774665
iter: 014, train loss: 0.56151557, test loss: 0.53828245
         , train AUC: 0.71832045, test AUC: 0.75439681
         , train F-1: 0.46459226, test F-1: 0.49371629
iter: 015, train loss: 0.55564725, test loss: 0.53193372
         , train AUC: 0.72692850, test AUC: 0.76159022
         , train F-1: 0.47270342, test F-1: 0.50788738
iter: 016, train loss: 0.55015826, test loss: 0.52506208
         , train AUC: 0.73482737, test AUC: 0.76919104
         , train F-1: 0.48861173, test F-1: 0.53509116
iter: 017, train loss: 0.54213834, test loss: 0.52313548
         , train AUC: 0.74754358, test AUC: 0.76824497
         , train F-1: 0.52199014, test F-1: 0.56474512
iter: 018, train loss: 0.53451145, test loss: 0.52186060
         , train AUC: 0.75925736, test AUC: 0.76848778
         , train F-1: 0.55863022, test F-1: 0.60313409
iter: 019, train loss: 0.52861363, test loss: 0.52065378
         , train AUC: 0.76763194, test AUC: 0.76802716
         , train F-1: 0.59837046, test F-1: 0.62341817
iter: 020, train loss: 0.52416289, test loss: 0.51658815
         , train AUC: 0.77301771, test AUC: 0.77093477
         , train F-1: 0.63019498, test F-1: 0.64895027
iter: 021, train loss: 0.51846641, test loss: 0.51404589
         , train AUC: 0.77914910, test AUC: 0.77107733
         , train F-1: 0.65445218, test F-1: 0.66296169
iter: 022, train loss: 0.51189691, test loss: 0.51038426
         , train AUC: 0.78618338, test AUC: 0.77417965
         , train F-1: 0.67878879, test F-1: 0.67464154
iter: 023, train loss: 0.50663137, test loss: 0.50572580
         , train AUC: 0.79042910, test AUC: 0.77948608
         , train F-1: 0.69391043, test F-1: 0.68500339
