Arguments: Namespace(gap=2, num_epochs=200, results_dir='/home/zhihuan/Documents/20181207_Hypoxemia/20190103_ICM_LSTM/Results/LSTM_20190104_32_3', run_fold=1, verbose=0)
iter: 000, train loss: 0.13362545, test loss: 0.09839045
         , train AUC: 0.98602587, test AUC: 0.99316412
         , train F-1: 0.94452079, test F-1: 0.95112580
iter: 001, train loss: 0.13198242, test loss: 0.07877956
         , train AUC: 0.98531906, test AUC: 0.99319657
         , train F-1: 0.93679841, test F-1: 0.96058555
iter: 002, train loss: 0.11380167, test loss: 0.10084131
         , train AUC: 0.98572535, test AUC: 0.99209994
         , train F-1: 0.94560538, test F-1: 0.94780354
iter: 003, train loss: 0.13576423, test loss: 0.14143990
         , train AUC: 0.98574065, test AUC: 0.98706943
         , train F-1: 0.93347314, test F-1: 0.92036555
iter: 004, train loss: 0.14714281, test loss: 0.11569485
         , train AUC: 0.98386542, test AUC: 0.98939359
         , train F-1: 0.92130271, test F-1: 0.93336110
iter: 005, train loss: 0.12828013, test loss: 0.11531231
         , train AUC: 0.98545090, test AUC: 0.98973938
         , train F-1: 0.93080457, test F-1: 0.94704756
iter: 006, train loss: 0.12994877, test loss: 0.11176037
         , train AUC: 0.98687904, test AUC: 0.99014019
         , train F-1: 0.94108590, test F-1: 0.95440982
iter: 007, train loss: 0.11554042, test loss: 0.11264270
         , train AUC: 0.98885082, test AUC: 0.98665634
         , train F-1: 0.95258178, test F-1: 0.94739729
iter: 008, train loss: 0.10432626, test loss: 0.13294132
         , train AUC: 0.98936734, test AUC: 0.98254907
         , train F-1: 0.95261659, test F-1: 0.93219710
iter: 009, train loss: 0.11350965, test loss: 0.11309305
         , train AUC: 0.98751056, test AUC: 0.98752576
         , train F-1: 0.94336023, test F-1: 0.94050569
iter: 010, train loss: 0.09926202, test loss: 0.10517064
         , train AUC: 0.98962060, test AUC: 0.98903668
         , train F-1: 0.95404327, test F-1: 0.94886383
iter: 011, train loss: 0.10639495, test loss: 0.11220673
         , train AUC: 0.98763106, test AUC: 0.98795635
         , train F-1: 0.94700441, test F-1: 0.94353042
iter: 012, train loss: 0.10977055, test loss: 0.10723705
         , train AUC: 0.98738667, test AUC: 0.98891955
         , train F-1: 0.94399705, test F-1: 0.94674517
iter: 013, train loss: 0.10132340, test loss: 0.10534447
         , train AUC: 0.98898124, test AUC: 0.98994168
         , train F-1: 0.94883668, test F-1: 0.94506081
iter: 014, train loss: 0.09237501, test loss: 0.13652471
         , train AUC: 0.99037413, test AUC: 0.98713918
         , train F-1: 0.95614866, test F-1: 0.93758053
iter: 015, train loss: 0.11152493, test loss: 0.14458631
         , train AUC: 0.98933561, test AUC: 0.98509428
         , train F-1: 0.94912868, test F-1: 0.92482954
iter: 016, train loss: 0.13753657, test loss: 0.15001999
         , train AUC: 0.98772070, test AUC: 0.98172403
         , train F-1: 0.92763170, test F-1: 0.90681712
iter: 017, train loss: 0.12408428, test loss: 0.20200680
         , train AUC: 0.98602240, test AUC: 0.97605329
         , train F-1: 0.93343010, test F-1: 0.89701540
iter: 018, train loss: 0.15191659, test loss: 0.18700631
         , train AUC: 0.98284507, test AUC: 0.97293358
         , train F-1: 0.92096216, test F-1: 0.89360606
iter: 019, train loss: 0.13173476, test loss: 0.21720302
         , train AUC: 0.98595928, test AUC: 0.96378328
         , train F-1: 0.92665031, test F-1: 0.88103598
iter: 020, train loss: 0.14956726, test loss: 0.21546678
         , train AUC: 0.98264687, test AUC: 0.96936952
         , train F-1: 0.91664188, test F-1: 0.88664065
iter: 021, train loss: 0.12793148, test loss: 0.23987718
         , train AUC: 0.98599827, test AUC: 0.97173223
         , train F-1: 0.93431379, test F-1: 0.87945760
iter: 022, train loss: 0.14344434, test loss: 0.18322019
         , train AUC: 0.98675114, test AUC: 0.97345263
         , train F-1: 0.92936539, test F-1: 0.90591465
iter: 023, train loss: 0.12226120, test loss: 0.18922181
         , train AUC: 0.98696137, test AUC: 0.97172550
         , train F-1: 0.93920968, test F-1: 0.89821442
iter: 024, train loss: 0.13968962, test loss: 0.18532734
         , train AUC: 0.98491658, test AUC: 0.97362995
         , train F-1: 0.92237414, test F-1: 0.90154496
iter: 025, train loss: 0.12710035, test loss: 0.19842534
         , train AUC: 0.98641138, test AUC: 0.97377803
         , train F-1: 0.93386183, test F-1: 0.90458750
iter: 026, train loss: 0.12066104, test loss: 0.20683949
         , train AUC: 0.98711353, test AUC: 0.97268290
         , train F-1: 0.94345651, test F-1: 0.90076548
iter: 027, train loss: 0.11908239, test loss: 0.19997844
         , train AUC: 0.98753240, test AUC: 0.97102023
         , train F-1: 0.94157482, test F-1: 0.90184981
iter: 028, train loss: 0.11427715, test loss: 0.20436229
         , train AUC: 0.98747586, test AUC: 0.97125361
         , train F-1: 0.94077935, test F-1: 0.89991469
iter: 029, train loss: 0.11881885, test loss: 0.20203163
         , train AUC: 0.98696328, test AUC: 0.97519604
         , train F-1: 0.93806012, test F-1: 0.90809015
iter: 030, train loss: 0.10583022, test loss: 0.22143251
         , train AUC: 0.98882507, test AUC: 0.97524419
         , train F-1: 0.94788158, test F-1: 0.90153664
iter: 031, train loss: 0.11037641, test loss: 0.20792171
         , train AUC: 0.98891292, test AUC: 0.97343326
         , train F-1: 0.94614880, test F-1: 0.89931035
iter: 032, train loss: 0.10501149, test loss: 0.20527609
         , train AUC: 0.98870872, test AUC: 0.97339936
         , train F-1: 0.94841580, test F-1: 0.89770713
iter: 033, train loss: 0.10678633, test loss: 0.20671718
         , train AUC: 0.98853663, test AUC: 0.97592121
         , train F-1: 0.94670770, test F-1: 0.89958104
iter: 034, train loss: 0.10253329, test loss: 0.21205094
         , train AUC: 0.98914729, test AUC: 0.97578221
         , train F-1: 0.94952265, test F-1: 0.90187922
iter: 035, train loss: 0.10149682, test loss: 0.19504191
         , train AUC: 0.98963905, test AUC: 0.97502610
         , train F-1: 0.95063081, test F-1: 0.90462553
iter: 036, train loss: 0.09972555, test loss: 0.19837542
         , train AUC: 0.99004140, test AUC: 0.97369748
         , train F-1: 0.94965013, test F-1: 0.90441343
iter: 037, train loss: 0.09901045, test loss: 0.21396415
         , train AUC: 0.99016651, test AUC: 0.97336210
         , train F-1: 0.95070755, test F-1: 0.90099581
